Profile,Framework Version,Chapter,Section,Requirement ID,Verification Level,Requirement Area,Status,Mapped Checks,Relationships,Mapping Rationale,Official Source,Claim Boundary
owasp-aisvs-1.0,1.0,C6,C6.1,v1.0-C6.1.4,2,Supply Chain Security for Models / Model Artifact Integrity,mapped-evidence,PSB-DETECT-002-TEV-001; PSB-DETECT-002-TEV-002; PSB-DETECT-002-TEV-003; PSB-DETECT-002-TEV-008,verifies,The exact model artifact cannot be promoted by the fixture release gate unless its immutable reviewed behavioral suite completes with passing evidence bound to the release decision.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.2,v1.0-C6.2.1,1,Supply Chain Security for Models / AI BOM & Supply Chain Monitoring,mapped-evidence,PSB-DEPS-005-AMS-002; PSB-DEPS-005-AMS-006,verifies,The CycloneDX 1.7 ML-BOM is versioned and machine readable and records exact application model dataset loader hashes licenses source revisions and dependency relationships.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.2,v1.0-C6.2.2,2,Supply Chain Security for Models / AI BOM & Supply Chain Monitoring,mapped-evidence,PSB-DEPS-005-AMS-005; PSB-DEPS-005-AMS-007,verifies,A current authorized Ed25519 signer binds the exact ML-BOM and its acquired model and dataset materials before the accepted bundle is handed to staging.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.2,v1.0-C6.2.3,2,Supply Chain Security for Models / AI BOM & Supply Chain Monitoring,mapped-evidence,PSB-DEPS-005-AMS-002; PSB-DEPS-005-AMS-008,verifies,Exact graph hash provenance license and loader fields are mandatory and malformed missing or unevaluable trusted inputs fail with ERROR instead of producing an accepted bundle.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.1,v1.0-C7.1.1,1,"Model Behavior, Output Control & Safety Assurance / Output Format Enforcement",mapped-evidence,PSB-AI-006-AAI-001; PSB-AI-006-AAI-007,verifies,Executable model proposals and returned action results must match strict reviewed schemas and unknown free-form fields or result shapes are rejected before execution or downstream use.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.1,v1.0-C7.1.2,1,"Model Behavior, Output Control & Safety Assurance / Output Format Enforcement",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.2,v1.0-C7.2.1,2,"Model Behavior, Output Control & Safety Assurance / Hallucination Detection & Mitigation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.2,v1.0-C7.2.2,2,"Model Behavior, Output Control & Safety Assurance / Hallucination Detection & Mitigation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.2,v1.0-C7.2.3,3,"Model Behavior, Output Control & Safety Assurance / Hallucination Detection & Mitigation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.3,v1.0-C7.3.1,1,"Model Behavior, Output Control & Safety Assurance / Output Safety",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.3,v1.0-C7.3.2,2,"Model Behavior, Output Control & Safety Assurance / Output Safety",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.3,v1.0-C7.3.3,2,"Model Behavior, Output Control & Safety Assurance / Output Safety",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.3,v1.0-C7.3.4,3,"Model Behavior, Output Control & Safety Assurance / Output Safety",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.4,v1.0-C7.4.1,1,"Model Behavior, Output Control & Safety Assurance / Source Attribution & Citation Integrity",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.4,v1.0-C7.4.2,1,"Model Behavior, Output Control & Safety Assurance / Source Attribution & Citation Integrity",mapped-evidence,PSB-AI-011-RAG-007,supports,Result attribution is assembled from exact retrieval metadata and immutable source chunk snapshot and embedding identities rather than generated model text.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.4,v1.0-C7.4.3,2,"Model Behavior, Output Control & Safety Assurance / Source Attribution & Citation Integrity",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C7,C7.4,v1.0-C7.4.4,3,"Model Behavior, Output Control & Safety Assurance / Source Attribution & Citation Integrity",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C07-Model-Behavior.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.1,v1.0-C8.1.1,1,"Memory, Embeddings & Vector Database Security / Access Controls on Memory & RAG Indices",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.1,v1.0-C8.1.2,2,"Memory, Embeddings & Vector Database Security / Access Controls on Memory & RAG Indices",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.1,v1.0-C8.1.3,2,"Memory, Embeddings & Vector Database Security / Access Controls on Memory & RAG Indices",mapped-evidence,PSB-AI-011-RAG-006,verifies,Every retrieval enforces principal tenant and maximum-classification scope and one-field scope mismatches are denied before context is returned.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.2,v1.0-C8.2.1,1,"Memory, Embeddings & Vector Database Security / Embedding Sanitization & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.2,v1.0-C8.2.2,2,"Memory, Embeddings & Vector Database Security / Embedding Sanitization & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.2,v1.0-C8.2.3,2,"Memory, Embeddings & Vector Database Security / Embedding Sanitization & Validation",mapped-evidence,PSB-AI-005-AIM-001; PSB-AI-005-AIM-002,verifies,Every candidate retains source provenance and integrity and untrusted agent or tool-derived content is denied before persistent trusted memory unless it has explicit user-approved source trust.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.2,v1.0-C8.2.4,3,"Memory, Embeddings & Vector Database Security / Embedding Sanitization & Validation",mapped-evidence,PSB-AI-011-RAG-003,verifies,An exact inert retrieval-manipulation marker is detected and the source is rejected before chunk embedding indexing or snapshot admission.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.2,v1.0-C8.2.5,3,"Memory, Embeddings & Vector Database Security / Embedding Sanitization & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.3,v1.0-C8.3.1,2,"Memory, Embeddings & Vector Database Security / Memory Expiry & Revocation",mapped-evidence,PSB-AI-005-AIM-006; PSB-AI-005-AIM-007,supports,Retrieval denies expired or tombstoned agent-memory identities and deletes expired payloads within a bounded grace period; a live vector index and replica exclusion test remains separate adoption evidence.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.3,v1.0-C8.3.2,2,"Memory, Embeddings & Vector Database Security / Memory Expiry & Revocation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C8,C8.3,v1.0-C8.3.3,3,"Memory, Embeddings & Vector Database Security / Memory Expiry & Revocation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C08-Memory-Embeddings-and-Vector-Database.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.1,v1.0-C9.1.1,1,"Orchestration & Agentic Security / Execution Budgets, Loop Control, and Circuit Breakers",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.1,v1.0-C9.1.2,1,"Orchestration & Agentic Security / Execution Budgets, Loop Control, and Circuit Breakers",mapped-evidence,PSB-AI-007-ARB-002; PSB-AI-007-ARB-003; PSB-AI-007-ARB-004; PSB-AI-007-ARB-005; PSB-AI-007-ARB-006; PSB-AI-007-ARB-007,verifies,Runtime decisions independently enforce per-session token cost duration tool-call high-impact retry and recursion ceilings before allocating more work or side effects.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.1,v1.0-C9.1.3,2,"Orchestration & Agentic Security / Execution Budgets, Loop Control, and Circuit Breakers",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.1,1,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,mapped-evidence,PSB-AI-004-AAR-005; PSB-AI-004-AAR-008; PSB-AI-004-AAR-009; PSB-AI-004-AAR-010; PSB-AI-004-AAR-011; PSB-AI-004-AAR-014,verifies,Source publication and every classified high-impact operation remain blocked until one exact current independently issued approval passes validation; denied operations cannot request an override.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.2,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.3,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.4,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.5,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.6,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.7,2,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.8,3,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,mapped-evidence,PSB-AI-004-AAR-009; PSB-AI-004-AAR-010; PSB-AI-004-AAR-011; PSB-AI-004-AAR-016; PSB-AI-004-AAR-017,verifies,"Approval signatures cover canonical action class tool operation target parameters policy requester agent context request digest and a single-use approval identity, with atomic replay prevention.",https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.9,3,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.2,v1.0-C9.2.10,3,Orchestration & Agentic Security / High-Impact Action Approval and Irreversibility Controls,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.1,1,Orchestration & Agentic Security / Component Isolation and Tool Authorization,mapped-evidence,PSB-AI-004-AAR-001; PSB-AI-004-AAR-002; PSB-AI-004-AAR-003; PSB-AI-004-AAR-004; PSB-AI-004-AAR-012,verifies,Reviewed extensions and tool calls execute through a managed fail-closed agent sandbox with protected paths credentials and network unavailable outside exact policy; live provider process isolation remains adoption evidence.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.2,1,Orchestration & Agentic Security / Component Isolation and Tool Authorization,mapped-evidence,PSB-AI-006-AAI-007,verifies,Every tool result is validated against its action-specific schema status set bounded shape and exact request and resource identities before downstream consumption.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.3,2,Orchestration & Agentic Security / Component Isolation and Tool Authorization,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.4,2,Orchestration & Agentic Security / Component Isolation and Tool Authorization,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.5,2,Orchestration & Agentic Security / Component Isolation and Tool Authorization,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.6,2,Orchestration & Agentic Security / Component Isolation and Tool Authorization,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.7,2,Orchestration & Agentic Security / Component Isolation and Tool Authorization,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.3,v1.0-C9.3.8,3,Orchestration & Agentic Security / Component Isolation and Tool Authorization,mapped-evidence,PSB-AI-009-RRC-002; PSB-AI-009-RRC-004,supports,Attributable approval-replay and invalid-delegation violations trigger an authenticated containment command that stops model tool delegation and memory channels within the deadline.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.4,v1.0-C9.4.1,2,Orchestration & Agentic Security / Agent and Orchestrator Identity,mapped-evidence,PSB-AI-008-MAD-001; PSB-AI-008-MAD-002,verifies,Each registered agent has an exact active public-key identity and both delegation and response payloads must authenticate the expected sender and recipient identities.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.4,v1.0-C9.4.2,2,Orchestration & Agentic Security / Agent and Orchestrator Identity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.4,v1.0-C9.4.3,3,Orchestration & Agentic Security / Agent and Orchestrator Identity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.4,v1.0-C9.4.4,3,Orchestration & Agentic Security / Agent and Orchestrator Identity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.1,2,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",mapped-evidence,PSB-AI-004-AAR-012; PSB-AI-004-AAR-013; PSB-AI-004-AAR-015; PSB-AI-004-AAR-022; PSB-AI-004-AAR-024; PSB-AI-006-AAI-003; PSB-AI-006-AAI-005,verifies,Independent policy restricts registered actions exact targets typed bounded parameters and freshness and prevents execution from diverging from the authorized decision.; Managed runtime policy restricts exact tool identities argument effects and bounded writes while an independent gateway and typed broker deny unclassified or indirect parameter paths before side effects.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.2,2,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.3,2,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",mapped-evidence,PSB-AI-006-AAI-003; PSB-AI-006-AAI-004; PSB-AI-006-AAI-005,verifies,Action and resource authorization is derived by independent deterministic policy and bound to a separately issued authorization rather than accepted from model output.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.4,2,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",mapped-evidence,PSB-AI-010-AIG-005; PSB-AI-010-AIG-006; PSB-AI-010-AIG-007,verifies,Credential secret source-code and regulated classes are denied before provider dispatch while approved personal data is locally redacted and minimized so prohibited values cannot enter the model context.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.5,2,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",mapped-evidence,PSB-AI-008-MAD-003; PSB-AI-008-MAD-004; PSB-AI-008-MAD-005; PSB-AI-008-MAD-006; PSB-AI-008-MAD-007; PSB-AI-008-MAD-008,verifies,A signed delegation is admitted only on one explicit parent sender recipient purpose edge and cannot exceed capability tenant resource classification budget freshness replay or hop ceilings.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C9,C9.5,v1.0-C9.5.6,3,"Orchestration & Agentic Security / Agent Authorization, Delegation, and Continuous Enforcement",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C09-Orchestration-and-Agentic-Action.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
